timestamp,ambient_temp_mean_c,background_pixels,background_confidence,date,time
2025-04-29 09:19:00,22.963472366333008,239110.0,0.8795618386934884,2025-04-29,09:19:00
2025-04-29 09:19:30,23.10692596435547,238423.0,0.8774611588437358,2025-04-29,09:19:30
2025-04-29 09:20:00,23.13458251953125,238457.0,0.8774984850518123,2025-04-29,09:20:00
2025-04-29 09:20:30,23.258554458618164,239335.0,0.87435472246015,2025-04-29,09:20:30
2025-04-29 09:21:00,23.17460060119629,239178.0,0.8752345272140414,2025-04-29,09:21:00
2025-04-29 09:21:30,23.17664337158203,239092.0,0.8773525855110167,2025-04-29,09:21:30
2025-04-29 09:22:00,23.41604423522949,239908.0,0.8717665990713107,2025-04-29,09:22:00
2025-04-29 09:22:30,23.24438667297364,239039.0,0.8772740797526764,2025-04-29,09:22:30
2025-04-29 09:23:00,23.27105140686035,239403.0,0.8787079866375943,2025-04-29,09:23:00
2025-04-29 09:23:30,23.369892120361328,239907.0,0.8749477010883384,2025-04-29,09:23:30
2025-04-29 09:24:00,23.269981384277344,239600.0,0.8816345602045075,2025-04-29,09:24:00
2025-04-29 09:24:30,23.12406349182129,239056.0,0.8870641842288,2025-04-29,09:24:30
2025-04-29 09:25:00,23.2081298828125,239218.0,0.8838098904555677,2025-04-29,09:25:00
2025-04-29 09:25:30,23.28925895690918,239299.0,0.8817141421401677,2025-04-29,09:25:30
2025-04-29 09:26:00,23.256023406982425,239545.0,0.8834622670061992,2025-04-29,09:26:00
2025-04-29 09:26:30,23.34720039367676,239604.0,0.8819954617827749,2025-04-29,09:26:30
2025-04-29 09:27:00,23.301420211791992,239769.0,0.8818846212396098,2025-04-29,09:27:00
2025-04-29 09:27:30,23.257226943969727,239561.0,0.8833709107492455,2025-04-29,09:27:30
2025-04-29 09:28:00,23.326431274414062,239341.0,0.8831300712163817,2025-04-29,09:28:00
2025-04-29 09:28:30,23.39112091064453,239968.0,0.8806812913596813,2025-04-29,09:28:30
2025-04-29 09:29:00,23.33859062194824,239518.0,0.8821779573977738,2025-04-29,09:29:00
2025-04-29 09:29:30,23.320451736450195,239867.0,0.8822450957197113,2025-04-29,09:29:30
2025-04-29 09:30:00,23.267745971679688,239804.0,0.883769661890544,2025-04-29,09:30:00
2025-04-29 09:30:30,23.43504905700684,240014.0,0.8814293775571425,2025-04-29,09:30:30
2025-04-29 09:31:00,23.38457679748535,239880.0,0.8810770619684842,2025-04-29,09:31:00
2025-04-29 09:31:30,23.4567928314209,239722.0,0.8812163803280466,2025-04-29,09:31:30
2025-04-29 09:32:00,23.38041114807129,239406.0,0.88321075129696,2025-04-29,09:32:00
2025-04-29 09:32:30,23.43767166137696,239747.0,0.8799758182584141,2025-04-29,09:32:30
2025-04-29 09:33:00,23.42106819152832,239601.0,0.8827707965534367,2025-04-29,09:33:00
2025-04-29 09:33:30,23.44052124023437,239630.0,0.8821952723991153,2025-04-29,09:33:30
2025-04-29 09:34:00,23.43416213989257,239760.0,0.8838335731564898,2025-04-29,09:34:00
2025-04-29 09:34:30,23.25546836853028,239610.0,0.886012035182171,2025-04-29,09:34:30
2025-04-29 09:35:00,23.200416564941406,239726.0,0.8886279935217707,2025-04-29,09:35:00
2025-04-29 09:35:30,23.234479904174805,239713.0,0.8857215451393958,2025-04-29,09:35:30
2025-04-29 09:36:00,23.21708869934082,239802.0,0.8860240688151058,2025-04-29,09:36:00
2025-04-29 09:36:30,23.18867492675781,239902.0,0.8875201514576786,2025-04-29,09:36:30
2025-04-29 09:37:00,23.285579681396484,240288.0,0.8843835964550872,2025-04-29,09:37:00
2025-04-29 09:37:30,23.24329948425293,240074.0,0.8866485567991536,2025-04-29,09:37:30
2025-04-29 09:38:00,23.29684066772461,240186.0,0.8849031323640845,2025-04-29,09:38:00
2025-04-29 09:38:30,23.25072479248047,240685.0,0.8862135026071422,2025-04-29,09:38:30
2025-04-29 09:39:00,23.292346954345703,240079.0,0.8865476962791414,2025-04-29,09:39:00
2025-04-29 09:39:30,23.273054122924805,240040.0,0.8836939937093817,2025-04-29,09:39:30
2025-04-29 09:40:00,23.333166122436523,240156.0,0.8838479597636536,2025-04-29,09:40:00
2025-04-29 09:40:30,23.27252197265625,239969.0,0.8876656333734774,2025-04-29,09:40:30
2025-04-29 09:41:00,23.23381423950196,239788.0,0.8871207326888751,2025-04-29,09:41:00
