room_avg_temp,room_max_temp,room_min_temp,room_std_temp,room_avg_speed,room_max_speed,machine_machine_1_box_temp,machine_machine_1_surround_temp,machine_machine_2_box_temp,machine_machine_2_surround_temp,machine_machine_3_box_temp,machine_machine_3_surround_temp,machine_machine_4_box_temp,machine_machine_4_surround_temp,machine_machine_6_box_temp,machine_machine_6_surround_temp,sim_ambient_mean,sim_ambient_median,ambient_cell_count,human_count,sim_wall_temp_mean,sim_wall_temp_median,frame,sim_time_s,sim_time_min,real_datetime,timestamp,ambient_temp_mean_c,background_pixels,background_confidence,date,time
20.779455492761745,20.799797053381408,20.34510612487793,0.02156556138938774,0.0,0.0,,20.791276390247837,20.34510612487793,20.784115657052595,20.790089253762403,20.790094312324644,20.789485436973063,20.789463385314157,20.565089900371767,20.76869709388575,20.78652729184252,20.788414960747204,7025,0,20.783284727577012,20.786283868605086,1,30.0,0.5,2025-04-25 09:00:30,2025-04-25 09:00:30,19.70246315002441,259026.0,0.9706938806336044,2025-04-25,09:00:30
20.764088715279364,20.797265051359453,20.34510612487793,0.02326540343645354,0.0,0.0,,20.78286923991427,20.34510612487793,20.768836857307708,20.780514280070182,20.780528019634627,20.779339610068686,20.779305571232374,20.56503618615701,20.750615623084308,20.773722838365558,20.777282848678432,7025,0,20.769135671019267,20.773164733532504,2,60.0,1.0,2025-04-25 09:01:00,2025-04-25 09:01:00,19.62005424499512,258700.0,0.9701190447429456,2025-04-25,09:01:00
20.749540169591008,20.791388135834925,20.21835327148437,0.026685556840064815,0.0,0.0,,20.774743567524656,20.21835327148437,20.752341242426347,20.77126055941045,20.771283704125835,20.769549506048556,20.769509277341584,20.348383611452952,20.71758663517065,20.76154772856002,20.766562326025007,7025,0,20.755418680608916,20.760696233747204,3,90.0,1.5,2025-04-25 09:01:30,2025-04-25 09:01:30,19.63454818725586,258805.0,0.9700625833156238,2025-04-25,09:01:30
20.735993033758984,20.783061430977856,20.21835327148437,0.02889377464536175,0.0,0.0,,20.766880676913072,20.21835327148437,20.73673040809375,20.76231641892756,20.762348699491564,20.760102596472965,20.760060358041944,20.348327091229386,20.697651247560824,20.74996727506113,20.756264648156847,7025,0,20.742695908634175,20.748415116983782,4,120.0,2.0,2025-04-25 09:02:00,2025-04-25 09:02:00,19.724424362182617,258888.0,0.9705951511850684,2025-04-25,09:02:00
20.723362168934614,20.77324319226218,20.33538055419922,0.03028269978944299,0.0,0.0,,20.75926605662309,20.33538055419922,20.723908934728264,20.753670979037963,20.753711698194635,20.75098681472445,20.750945778680254,20.468909829881916,20.69322425631249,20.73895145356575,20.746373815859382,7025,0,20.730999872732113,20.736903836446643,5,150.0,2.5,2025-04-25 09:02:30,2025-04-25 09:02:30,19.735593795776367,258883.0,0.969712428008019,2025-04-25,09:02:30
20.711436286673614,20.762619605030512,20.33538055419922,0.03222609297039355,0.0,0.0,,20.751887235465684,20.33538055419922,20.71192059309789,20.745313881672573,20.745362147127814,20.7421905343785,20.742153208911084,20.46891133050609,20.684819235071974,20.728471666663452,20.73686643779066,7025,0,20.71984877402342,20.725964890468994,6,180.0,3.0,2025-04-25 09:03:00,2025-04-25 09:03:00,19.727514266967773,258819.0,0.970570830870222,2025-04-25,09:03:00
20.70015528967305,20.751826818890688,20.335649490356445,0.03442768670920961,0.0,0.0,,20.744733130031463,20.335649490356445,20.70063916791021,20.737235202752796,20.737290044008137,20.733702549176172,20.7336708805353,20.350779078989362,20.665173124731037,20.718498499208984,20.72771444555293,7025,0,20.70905532706944,20.71546214475299,7,210.0,3.5,2025-04-25 09:03:30,2025-04-25 09:03:30,19.61603736877441,258795.0,0.9698546991827508,2025-04-25,09:03:30
20.6895996185511,20.745602791255852,20.335649490356445,0.035945716841345066,0.0,0.0,,20.737793764136605,20.335649490356445,20.689985853393868,20.72942540895052,20.729485842602333,20.72551205455188,20.72548752259647,20.350747527629302,20.651777356294556,20.7090040032424,20.71891866400391,7025,0,20.698946671081,20.705388559202245,8,240.0,4.0,2025-04-25 09:04:00,2025-04-25 09:04:00,19.81394386291504,258993.0,0.9691046186576472,2025-04-25,09:04:00
20.6798257363975,20.739492300893083,20.40525245666504,0.03651638805569044,0.0,0.0,,20.731060094035087,20.40525245666504,20.681021397778323,20.72187532938784,20.721940397286687,20.717608630578557,20.71759232335966,20.599429613380536,20.663032273850945,20.699964570009517,20.71049371761167,7025,0,20.68988876621676,20.695720558123412,9,270.0,4.5,2025-04-25 09:04:30,2025-04-25 09:04:30,19.83361053466797,259018.0,0.9690129522851694,2025-04-25,09:04:30
20.670511756513644,20.733491698526382,20.40525245666504,0.03759176840675192,0.0,0.0,,20.724523873029582,20.40525245666504,20.67256402184564,20.7145761339531,20.7146449255237,20.709982226173658,20.70997490253943,20.599460682132737,20.66276721824719,20.69135832595807,20.70234186965281,7025,0,20.681079754264047,20.686631976293658,10,300.0,5.0,2025-04-25 09:05:00,2025-04-25 09:05:00,19.815658569335938,258927.0,0.9690767088793366,2025-04-25,09:05:00
20.66168035360036,20.727599890271538,20.26825904846191,0.03865866674723478,0.0,0.0,,20.718177538623138,20.26825904846191,20.662341735431568,20.7075193152609,20.707590980046383,20.702623144413533,20.702625287996746,20.531312372895407,20.65310391145587,20.683161167123338,20.69453334145529,7025,0,20.672499290227723,20.67812530863641,11,330.0,5.5,2025-04-25 09:05:30,2025-04-25 09:05:30,19.7410945892334,258620.0,0.9686592539246772,2025-04-25,09:05:30
20.65339901588907,20.721817632768847,20.26825904846191,0.039368263381740015,0.0,0.0,,20.712014117067966,20.26825904846191,20.652555099501456,20.70069667295216,20.700770426947766,20.695522028818118,20.695533894885195,20.531298270247913,20.6459783162383,20.675350455254097,20.687027294661675,7025,0,20.66440876424132,20.66984726787563,12,360.0,6.0,2025-04-25 09:06:00,2025-04-25 09:06:00,19.810720443725582,258308.0,0.96828816035508,2025-04-25,09:06:00
20.645662597041465,20.716146055019355,20.34452247619629,0.03976898412151319,0.0,0.0,,20.706027142703412,20.34452247619629,20.644479766026006,20.69410029965696,20.69417542764486,20.68866985048468,20.688691506523835,20.630920517554323,20.648674680278745,20.667906564095794,20.67978083206687,7025,0,20.656955732934048,20.661945456741897,13,390.0,6.5,2025-04-25 09:06:30,2025-04-25 09:06:30,19.861404418945312,258426.0,0.9678216636483944,2025-04-25,09:06:30
20.638319334608635,20.710585127542704,20.34452247619629,0.04014722003566289,0.0,0.0,,20.700210590004836,20.34452247619629,20.63686124035552,20.68772256822079,20.68779842352431,20.682057895965677,20.682089256704213,20.630931785987478,20.646722378661273,20.660811312432088,20.67283556970176,7025,0,20.649793636002315,20.654538524595015,14,420.0,7.0,2025-04-25 09:07:00,2025-04-25 09:07:00,19.846494674682617,258545.0,0.967875031425864,2025-04-25,09:07:00
20.631425315943645,20.705134043980795,20.306865692138672,0.04043429795835838,0.0,0.0,,20.694558816456656,20.306865692138672,20.62902712860907,20.68155611993622,20.68163212252294,20.675677755800535,20.675718613273364,20.697289328123105,20.64939237533748,20.654046628542833,20.66615782783855,7025,0,20.64308244106472,20.648113218215684,15,450.0,7.5,2025-04-25 09:07:30,2025-04-25 09:07:30,19.85795021057129,258515.0,0.9679049088060654,2025-04-25,09:07:30
20.624892139175834,20.699792374600985,20.306865692138672,0.04055847315921207,0.0,0.0,,20.68906651454422,20.306865692138672,20.62155722864721,20.675593853603115,20.6756694871552,20.669521313625825,20.669571362873047,20.69729916266136,20.648301217843493,20.64759569725144,20.659734416056907,7025,0,20.63663816889823,20.641776036089333,16,480.0,8.0,2025-04-25 09:08:00,2025-04-25 09:08:00,19.790042877197266,258215.0,0.9685893417307284,2025-04-25,09:08:00
20.618563871191867,20.694560109278683,20.16168975830078,0.04077660097637579,0.0,0.0,,20.683728671370094,20.16168975830078,20.61212484491207,20.669828915289607,20.669903723657768,20.6635807357999,20.663639596727382,20.452217974677673,20.624091930268253,20.641440829149598,20.653567744623864,7025,0,20.629999368408683,20.634486619671133,17,510.0,8.5,2025-04-25 09:08:30,2025-04-25 09:08:30,19.659255981445312,258127.0,0.968967189600468,2025-04-25,09:08:30
