room_avg_temp,room_max_temp,room_min_temp,room_std_temp,room_avg_speed,room_max_speed,machine_machine_1_box_temp,machine_machine_1_surround_temp,machine_machine_2_box_temp,machine_machine_2_surround_temp,machine_machine_3_box_temp,machine_machine_3_surround_temp,machine_machine_4_box_temp,machine_machine_4_surround_temp,machine_machine_6_box_temp,machine_machine_6_surround_temp,ambient_temp_median,ambient_temp_mean,ambient_temp_std,ambient_cell_count,human_count,frame,sim_time_s,sim_time_min,real_datetime
20.606619260162336,25.23527294372361,20.507681159003482,0.3430356492765094,0.0,0.0,,20.78514242661884,24.536312103271484,21.36071703623773,23.375018530310495,21.184905529929647,22.01063409575112,20.877853371873385,22.05326296568948,20.917479125328132,20.55059744716035,20.590133944327423,0.3025614751050002,12747,0,11,330.0,5.5,2025-04-23 14:34:30
20.596233779202603,24.582263131834125,20.505738022931748,0.3117749480626418,0.0,0.0,,20.798244807422336,24.536312103271484,21.340823371532625,23.37501059591112,21.1773960865501,22.010631980444536,20.87076863726761,22.053214772051785,20.901711707836395,20.54303999551421,20.579331002387118,0.26372265490242797,12747,0,12,360.0,6.0,2025-04-23 14:35:00
20.58722675746664,24.536312103271484,20.504286734166545,0.28616082806271276,0.0,0.0,,20.809526681828093,24.536312103271484,21.321819531326533,23.37500444171655,21.17123926186886,22.01062856781448,20.864229965164938,22.053192827856623,20.89075451597242,20.536612473123366,20.56994936391727,0.23035313212253622,12747,0,13,390.0,6.5,2025-04-23 14:35:30
20.579394639950195,24.536312103271484,20.503202662855525,0.2652767779086782,0.0,0.0,,20.819259844251114,24.536312103271484,21.303743445431238,23.37499959776921,21.16604798466697,22.010625347686897,20.858394087117443,22.053178978732124,20.882122607379312,20.531144655749895,20.56178552247093,0.20160121149892227,12747,0,14,420.0,7.0,2025-04-23 14:36:00
20.570894410873677,24.513336181640625,20.502392824658266,0.23611910925832721,0.0,0.0,,20.82605976012788,24.513336181640625,21.286249459667413,23.059812548410797,21.133489802392702,21.743615526004238,20.830540463990612,21.86030626429558,20.858137493838626,20.526495389081532,20.554666949919003,0.17676894256164483,12747,0,15,450.0,7.5,2025-04-23 14:36:30
20.56478299942252,24.513336181640625,20.501787814099764,0.22120767331859037,0.0,0.0,,20.831748585224553,24.513336181640625,21.26971950982143,23.059779457384483,21.118222430256683,21.743591965064066,20.816229108703983,21.860266198173775,20.84528024273628,20.522538171178923,20.54844672202516,0.1552769619788362,12747,0,16,480.0,8.0,2025-04-23 14:37:00
20.560157859599133,24.48879623413086,20.501335808649536,0.2141686876137638,0.0,0.0,,20.837198013574312,24.48879623413086,21.253770382850668,23.101985386139653,21.112148624636156,21.883733959528104,20.81872715338892,21.893174433273963,20.839263466430015,20.519172146680962,20.54300257772554,0.1366429363005113,12747,0,17,510.0,8.5,2025-04-23 14:37:30
20.5555821133326,24.48879623413086,20.500998105507737,0.20503591792104078,0.0,0.0,,20.841943962426107,24.48879623413086,21.238792788203583,23.1019799900547,21.10638910426436,21.88373881390932,20.816823039006692,21.893168477434227,20.833443206112495,20.51630903838126,20.53823083924097,0.12046183625150153,12747,0,18,540.0,9.0,2025-04-23 14:38:00
20.55144610986767,24.50457763671875,20.50074579565238,0.1971395180616931,0.0,0.0,,20.84625908672071,24.50457763671875,21.22501578191486,23.131619279633274,21.104101759077025,21.839700924875775,20.81028770754512,21.918415247152762,20.830491311645485,20.513874083616155,20.534042264224706,0.1063910084330296,12747,0,19,570.0,9.5,2025-04-23 14:38:30
20.547898037775102,24.50457763671875,20.500557283337187,0.19131262581566721,0.0,0.0,,20.850006066933435,24.50457763671875,21.212142382281492,23.131617965163734,21.100948877088854,21.839696484162488,20.805819989852154,21.918413527704992,20.826897591782313,20.511803221704664,20.53036033614081,0.09413992973567648,12747,0,20,600.0,10.0,2025-04-23 14:39:00
20.5451153937991,24.51858329772949,20.500416435016035,0.18856428609626366,0.0,0.0,,20.853814630999885,24.51858329772949,21.200344564921373,23.111239826905084,21.096080545606785,21.908450130831756,20.808096638395607,22.317987392324575,20.85836631287416,20.510041704231977,20.527120389882416,0.0834627129026238,12747,0,21,630.0,10.5,2025-04-23 14:39:30
20.5424108862936,24.51858329772949,20.500311197380157,0.18510287413965137,0.0,0.0,,20.857165965391694,24.51858329772949,21.189345693629168,23.111235702156982,21.092559753351114,21.908453699193736,20.80758703177927,22.318049374745293,20.869284730329444,20.50854321847397,20.524267289296198,0.07415125215604366,12747,0,22,660.0,11.0,2025-04-23 14:40:00
20.539804147604805,24.526952743530277,20.500232565309485,0.18178515746861099,0.0,0.0,,20.86170987229789,24.526952743530277,21.179229865893536,23.16292834421385,21.09425302935462,21.857691178189445,20.802047724648318,21.92087295239009,20.839451438472373,20.507269105847072,20.5217500479178,0.0660227274525209,12747,0,23,690.0,11.5,2025-04-23 14:40:30
20.53764388580004,24.526952743530277,20.500173810983195,0.17952099863880738,0.0,0.0,,20.865824918100635,24.526952743530277,21.169816512290485,23.162931015959234,21.09359965467089,21.857687061013397,20.798813969473642,21.92081643757726,20.82822605591423,20.506186512257027,20.519524722811255,0.05891889638941033,12747,0,24,720.0,12.0,2025-04-23 14:41:00
20.535853258343167,24.54838180541992,20.500129907986384,0.1785971230842792,0.0,0.0,,20.867984560592614,24.54838180541992,21.161398415998644,23.163287637174708,21.092481752288595,21.882916116141153,20.798577612494405,21.976991247650847,20.82734883598001,20.50526515211336,20.517556027252713,0.05270876076473204,12747,0,25,750.0,12.5,2025-04-23 14:41:30
20.53418171619267,24.54838180541992,20.500097101057403,0.17726302494799343,0.0,0.0,,20.86971899974091,24.54838180541992,21.153578924748764,23.163287264183506,21.09125290933135,21.882916843975746,20.797566713094607,21.976992274889476,20.825494586741417,20.5044840734324,20.515813140193387,0.047280165416736415,12747,0,26,780.0,13.0,2025-04-23 14:42:00
20.532697208545045,24.54838180541992,20.500072584630576,0.1762056483001997,0.0,0.0,,20.871189952052656,24.54838180541992,21.14631368094643,23.163286692705203,21.090051985309405,21.882916678458255,20.79644062671378,21.976990529248393,20.82365115092434,20.503816272046972,20.514268706626837,0.04253523790356083,12747,0,27,810.0,13.5,2025-04-23 14:42:30
20.53137898212348,24.54838180541992,20.500054262662147,0.17537137250247883,0.0,0.0,,20.872451386342995,24.54838180541992,21.13956867891341,23.163286079643402,21.08892648185578,21.88291632073202,20.79535412020074,21.97698852395406,20.822001939273935,20.503248840578724,20.512898856819007,0.03838914945119395,12747,0,28,840.0,14.0,2025-04-23 14:43:00
20.528811035793627,24.214445114135746,20.500040569187274,0.16026172096961658,0.0,0.0,,20.8691614627012,24.214445114135746,21.12810128355158,22.956408422248998,21.069433099201788,21.73084942380056,20.781413680056342,21.675117745146416,20.79421348288024,20.50276545787121,20.511681694925763,0.03476411503112292,12747,0,29,870.0,14.5,2025-04-23 14:43:30
20.5276302470004,24.214445114135746,20.500030334253996,0.1590793442911947,0.0,0.0,,20.865825664256285,24.214445114135746,21.11748360039296,22.956388320314275,21.061046255680196,21.730837050145954,20.77496439043937,21.675066647572642,20.782404315588114,20.50235399199265,20.51059716734948,0.03158628359378585,12747,0,30,900.0,15.0,2025-04-23 14:44:00
20.52635399742034,24.216402053833008,20.500022683762086,0.15476134973586783,0.0,0.0,,20.861755598437675,24.216402053833008,21.107854927100668,22.86019867955048,21.047421707504782,21.73083194974159,20.771092469255958,21.693992163226277,20.777279700089448,20.50200506495417,20.509630491747394,0.028802817590232548,12747,0,31,930.0,15.5,2025-04-23 14:44:30
20.52544035040515,24.216402053833008,20.500016964633723,0.154033377135101,0.0,0.0,,20.858039579321815,24.216402053833008,21.099145538266807,22.860184497710613,21.04042032359431,21.730829128976268,20.768402270818765,21.693985447898037,20.773192563788072,20.50170860227901,20.508768523455874,0.02636785768063399,12747,0,32,960.0,16.0,2025-04-23 14:45:00
20.52464886581063,24.16180419921875,20.500012688910385,0.1535166018074503,0.0,0.0,,20.854586235535006,24.16180419921875,21.090426246370157,22.86498958801254,21.036199566439908,21.730827286796096,20.76635778439464,21.72975800721403,20.772989742393918,20.50146058482017,20.50799958598934,0.024240847518270825,12747,0,33,990.0,16.5,2025-04-23 14:45:30
20.52393908174195,24.16180419921875,20.50000949199181,0.15310235822839102,0.0,0.0,,20.85151778954847,24.16180419921875,21.082530853528713,22.86498533193607,21.032915160487885,21.730825960292343,20.76471688824492,21.72975952414135,20.77148746072192,20.501249548957414,20.507313357507503,0.022385679962952838,12747,0,34,1020.0,17.0,2025-04-23 14:46:00
20.52281216718359,24.1733512878418,20.50000710143714,0.14917050329365653,0.0,0.0,,20.8483633637955,24.1733512878418,21.07558497830497,22.836530947357343,21.027741223331105,21.578230975727166,20.74589774451337,21.696900298540978,20.76698692570045,20.501065961475486,20.50669947922053,0.020765445372388676,12747,0,35,1050.0,17.5,2025-04-23 14:46:30
20.52186030576425,24.1733512878418,20.500005313657695,0.146725236814674,0.0,0.0,,20.845535564116194,24.1733512878418,21.06932390719371,22.836525755223843,21.024540302785525,21.446758766515437,20.727051441064443,21.696893040950343,20.764340230071515,20.50091001162526,20.50615001863665,0.019352344557315913,12747,0,36,1080.0,18.0,2025-04-23 14:47:00
20.52108385112555,24.191837310791016,20.50000397650817,0.14596106660886332,0.0,0.0,,20.843839239770276,24.191837310791016,21.063961412572553,22.867539118902787,21.024896074941985,21.332998321298625,20.708740251278787,21.666494677120987,20.759752301851123,20.500776999941106,20.505657897846397,0.018121670964250294,12747,0,37,1110.0,18.5,2025-04-23 14:47:30
20.52032968464141,24.191837310791016,20.500002976278722,0.1444938502312723,0.0,0.0,,20.842413133970382,24.191837310791016,21.05912350509153,22.867539769002846,21.024062631943778,21.234062827615617,20.6912681424847,21.666487229173498,20.757134255015565,20.500663935581656,20.505216898384226,0.017051977462980584,12747,0,38,1140.0,19.0,2025-04-23 14:48:00
20.520827303761244,24.19293975830078,20.500002227979593,0.1481872930218476,0.0,0.0,,20.84026146044719,24.19293975830078,21.054763933206267,22.806039869606153,21.017574528219296,21.649388887140976,20.718669040110214,21.735104091098325,20.761253077755548,20.500567710396986,20.50482265516663,0.016127849900037183,12747,0,39,1170.0,19.5,2025-04-23 14:48:30
20.520525617168634,24.19293975830078,20.50000166808017,0.14820095979379505,0.0,0.0,,20.838275429822133,24.19293975830078,21.05081540148634,22.80603331247458,21.014390466244404,21.64941439268571,20.728444197370457,21.735112925612306,20.762169796242905,20.500484982678575,20.504470051438357,0.015330176067080013,12747,0,40,1200.0,20.0,2025-04-23 14:49:00
20.520229915496884,24.19293975830078,20.50000124908835,0.1481554669450748,0.0,0.0,,20.836502148174738,24.19293975830078,21.04723640372151,22.806030128304375,21.01225324375398,21.649423089136267,20.73272911044616,21.735115044422663,20.76223532942628,20.50041490209889,20.50415449021937,0.014642095992447045,12747,0,41,1230.0,20.5,2025-04-23 14:49:30
20.519955190412784,24.19293975830078,20.500000935496114,0.14809715618670655,0.0,0.0,,20.834927937043087,24.19293975830078,21.043991042357387,22.806028082419235,21.01062772629926,21.649426915442074,20.734827448277006,21.735115522589414,20.762063866444137,20.50035435009053,20.50387176025824,0.014048224948683628,12747,0,42,1260.0,21.0,2025-04-23 14:50:00
20.521208752352443,24.40613555908203,20.500000700754303,0.16375740166919625,0.0,0.0,,20.8335324779356,24.40613555908203,21.044375048962728,23.06392249275999,21.032326912754943,21.886849202949765,20.756139377065757,21.925164471067845,20.778418118357216,20.500303060969575,20.503618950630692,0.013540931759102131,12747,0,43,1290.0,21.5,2025-04-23 14:50:30
20.521119630146146,24.40613555908203,20.500000525008957,0.1642826439276744,0.0,0.0,,20.832295537434696,24.40613555908203,21.044783893791028,23.063945683911324,21.040514654429593,21.886869055387923,20.765418160015937,21.925195537987893,20.784822922195115,20.500258670899452,20.503394351236462,0.013121680239207697,12747,0,44,1320.0,22.0,2025-04-23 14:51:00
20.520636122998617,24.474592208862305,20.500000393411188,0.16146055849040142,0.0,0.0,,20.816238320256325,24.474592208862305,21.046172908905238,23.003650643013717,21.03942826139795,21.796847341730757,20.762902820698308,21.84533164272829,20.781202379033314,20.500222312148374,20.50319338226289,0.012760055159509036,12747,0,45,1350.0,22.5,2025-04-23 14:51:30
20.52044314840539,24.474592208862305,20.50000029485462,0.16138733459870508,0.0,0.0,,20.794022000620167,24.474592208862305,21.04737674753312,23.00364993111062,21.039912448901028,21.796844596778165,20.762914152044875,21.845323823975573,20.78058884805903,20.500190649292087,20.503010712072584,0.012415576459998145,12747,0,46,1380.0,23.0,2025-04-23 14:52:00
20.519255293404,24.23968505859375,20.500000221030717,0.1503664570225588,0.0,0.0,,20.771656545523715,24.23968505859375,21.04471172197477,22.83420533597242,21.025383277207048,21.653011062883927,20.751190301785233,21.79157362196786,20.775995501985136,20.500164136173144,20.50284427953432,0.012090241872673805,12747,0,47,1410.0,23.5,2025-04-23 14:52:30
20.519005103525075,24.23968505859375,20.500000165722884,0.14991854814295832,0.0,0.0,,20.750178379047128,24.23968505859375,21.042137157446295,22.834190137034984,21.019800378972427,21.65300011630939,20.746540606834536,21.791564893285376,20.774363206168914,20.500140356322618,20.502691842617523,0.011779193443451642,12747,0,48,1440.0,24.0,2025-04-23 14:53:00
20.518409585972122,23.98467445373535,20.500000124279637,0.1445417634628095,0.0,0.0,,20.729894361254278,23.98467445373535,21.035796079299413,22.73855209247043,21.00826468981751,21.652996075971394,20.744206290842747,21.744865215291657,20.76952872767216,20.500121335787238,20.50255198054198,0.011483192450036131,12747,0,49,1470.0,24.5,2025-04-23 14:53:30
20.518194774547776,23.98467445373535,20.500000093219498,0.1441451937760094,0.0,0.0,,20.710902327581827,23.98467445373535,21.029985019068366,22.73853983726366,21.00290970496859,21.652994118514645,20.742844812243646,21.74485638190809,20.767445607882273,20.500103917410502,20.502423268214173,0.01119921613990674,12747,0,50,1500.0,25.0,2025-04-23 14:54:00
20.51743334928445,23.810211181640625,20.50000006993662,0.13661055286493118,0.0,0.0,,20.71802111956538,23.810211181640625,21.022078888130626,22.591216153498507,20.986495742440155,21.652992996018998,20.741953881877834,21.52908035173358,20.74744332409431,20.50008929382772,20.50230506005968,0.010934491085820492,12747,0,51,1530.0,25.5,2025-04-23 14:54:30
20.517250730770517,23.810211181640625,20.50000005248023,0.13619594802535506,0.0,0.0,,20.726645581507707,23.810211181640625,21.014963393012533,22.591198659075772,20.9788869080881,21.652992275505152,20.741317297591877,21.52904306967413,20.739058689487315,20.5000764455773,20.502197123778583,0.010694805977910317,12747,0,52,1560.0,26.0,2025-04-23 14:55:00
20.516850631916366,23.77188491821289,20.500000039389704,0.1354030575553351,0.0,0.0,,20.73472111106558,23.77188491821289,21.00805988291222,22.656716824451955,20.98000479400318,21.509847290401883,20.72444049954382,21.488041494148256,20.730784492106235,20.50006527769368,20.50209823009623,0.01047488965863567,12747,0,53,1590.0,26.5,2025-04-23 14:55:30
20.516379883365214,23.77188491821289,20.50000002957095,0.13322856983355266,0.0,0.0,,20.74194362907072,23.77188491821289,21.001940356548598,22.656717920321395,20.97901890828405,21.386551290414047,20.707445516429864,21.488027669509627,20.72612564753881,20.500055724415912,20.50200815836778,0.010278563278669,12747,0,54,1620.0,27.0,2025-04-23 14:56:00
20.515957348269996,23.77188491821289,20.500000022204773,0.13150290909597873,0.0,0.0,,20.748314439074775,23.77188491821289,20.996537723747757,22.65671696920799,20.977793461750565,21.279892155227305,20.690872591510043,21.488020648800187,20.722898123394877,20.500047646419844,20.501926318351657,0.01010447401713148,12747,0,55,1650.0,27.5,2025-04-23 14:56:30
20.515578356611304,23.77188491821289,20.500000016677717,0.13013699884724206,0.0,0.0,,20.753907410361833,23.77188491821289,20.991770086932913,22.656715771299762,20.97663296353359,21.187153448207944,20.67501737011839,21.48801603276878,20.720417644672157,20.500040703588347,20.501852029156982,0.00995041691478694,12747,0,56,1680.0,28.0,2025-04-23 14:57:00
20.51463476389619,23.63093376159668,20.500000012528833,0.1202098944731993,0.0,0.0,,20.75710410736097,23.63093376159668,20.985364399717987,22.426341829279732,20.95506483438808,21.106203867120197,20.660043579383327,21.49208147633689,20.718774172351566,20.50003487859953,20.501784477373445,0.009812011543379465,12747,0,57,1710.0,28.5,2025-04-23 14:57:30
20.514276296934664,23.63093376159668,20.50000000941528,0.11894374603981603,0.0,0.0,,20.759731699540872,23.63093376159668,20.979605608005656,22.42631904394699,20.94584720842961,21.035332297207088,20.646031022909728,21.492079441965227,20.71727089065366,20.500029823095655,20.501722514627414,0.009680367307987853,12747,0,58,1740.0,29.0,2025-04-23 14:58:00
20.51472868119944,23.731555938720703,20.500000007077013,0.12877965037707742,0.0,0.0,,20.76452966980567,23.731555938720703,20.976063440115876,22.668709941344996,20.961978146632443,20.97313849697776,20.633005936721418,21.53028041611223,20.719305916745242,20.50002568659802,20.50166591123527,0.009559971216991418,12747,0,59,1770.0,29.5,2025-04-23 14:58:30
20.514525097831708,23.731555938720703,20.500000005319464,0.12851445614787366,0.0,0.0,,20.768983675032597,23.731555938720703,20.97300097396441,22.66872702915149,20.96693093292832,20.91845872324029,20.620960461716475,21.53028503732663,20.719543608764862,20.500022081172965,20.50161504436323,0.00946142858105227,12747,0,60,1800.0,30.0,2025-04-23 14:59:00
20.515710576152028,23.623687744140625,20.500000004000256,0.13284666085590047,0.0,0.0,,20.770968592349636,23.623687744140625,20.968626938968942,22.64195683010894,20.966614617438783,21.46237005361395,20.66039685720405,21.57317294289234,20.723069173826673,20.500019014152226,20.50157006886904,0.009383054388844566,12747,0,61,1830.0,30.5,2025-04-23 14:59:30
20.515760348413494,23.623687744140625,20.500000003008385,0.1330360519437697,0.0,0.0,,20.772528742996354,23.623687744140625,20.964682568505403,22.64195678783798,20.966647800546095,21.462407254481263,20.675530607531673,21.573179934411883,20.724259804515867,20.500016397925762,20.501530333666555,0.009317559808940667,12747,0,62,1860.0,31.0,2025-04-23 15:00:00
20.516577378955404,23.74519920349121,20.500000002263278,0.1412272035123289,0.0,0.0,,20.77386547706762,23.74519920349121,20.963066864506942,22.755262308817784,20.97671733728397,21.600790864610524,20.694637298099206,21.67308120708804,20.73346288161513,20.500014101809693,20.50149549024266,0.009264454574025636,12747,0,63,1890.0,31.5,2025-04-23 15:00:30
20.516640520349185,23.74519920349121,20.500000001704134,0.1415455670043269,0.0,0.0,,20.775032214292356,23.74519920349121,20.961714662110033,22.75527318047379,20.980717787051578,21.60080825442802,20.70382186313202,21.673098571056176,20.73721271040251,20.50001215006092,20.501465488204587,0.009228214700524073,12747,0,64,1920.0,32.0,2025-04-23 15:01:00
20.51633461466891,23.65836334228516,20.500000001281794,0.13662028385094893,0.0,0.0,,20.779419571335456,23.65836334228516,20.959175930989815,22.602335624137407,20.969275262077975,21.631094942695047,20.711780345975132,21.62853192670852,20.735358254418976,20.50001046608101,20.501439325558703,0.009202561936082194,12747,0,65,1950.0,32.5,2025-04-23 15:01:30
20.51632311793951,23.65836334228516,20.500000000963283,0.1365502529126567,0.0,0.0,,20.783613608122355,23.65836334228516,20.956862650021105,22.602323697630727,20.965161910269995,21.631101920526742,20.71645748767997,21.62852777662447,20.735148738976893,20.50000902497779,20.50141604115503,0.00918010632153849,12747,0,66,1980.0,33.0,2025-04-23 15:02:00
20.516569475191208,23.653732299804688,20.500000000727354,0.1384084507294615,0.0,0.0,,20.787895799398704,23.653732299804688,20.954721873685564,22.591975976606598,20.962122221978206,21.702740434633238,20.72573183831114,21.717871206668907,20.743102542770792,20.500007744421264,20.50139554566363,0.009162942477285474,12747,0,67,2010.0,33.5,2025-04-23 15:02:30
20.516589245084955,23.653732299804688,20.500000000552596,0.13848641540222628,0.0,0.0,,20.791734489616672,23.653732299804688,20.952815864535072,22.591972740867586,20.96043504370608,21.70274869691952,20.730708518792117,21.71788611024731,20.746462239406775,20.50000671280271,20.50137800038528,0.009155371646815678,12747,0,68,2040.0,34.0,2025-04-23 15:03:00
20.51659902571418,23.653732299804688,20.500000000413984,0.13853093899905217,0.0,0.0,,20.795127853944773,23.653732299804688,20.951123959117876,22.591970952768698,20.959314544581122,21.702752798002223,20.733993700264495,21.717891611647858,20.748365648298623,20.50000581182413,20.501362840890454,0.009153601784517311,12747,0,69,2070.0,34.5,2025-04-23 15:03:30
20.516604598095032,23.653732299804688,20.500000000306652,0.1385619714713837,0.0,0.0,,20.7981188133603,23.653732299804688,20.94962288948382,22.591969783056456,20.958496812194053,21.702755374259066,20.736404871142778,21.71789448894933,20.749680735203587,20.50000500310009,20.501349620529922,0.009154757766847973,12747,0,70,2100.0,35.0,2025-04-23 15:04:00
20.515173482688347,23.49585533,20.50000000022715,0.12372027806667002,0.0,0.0,,20.79856715423113,23.49585533,20.94583180480039,22.37008114977124,20.93809061060865,21.49391909617494,20.720541988436157,21.488012167910526,20.730648594123146,20.50000437602494,20.50133719813711,0.009148530715263968,12747,0,71,2130.0,35.5,2025-04-23 15:04:30
20.515041185732322,23.49585533,20.500000000168253,0.12315676515754433,0.0,0.0,,20.798748835224437,23.49585533,20.942367855915645,22.37005950439382,20.929582841286148,21.493903936888376,20.714443392099906,21.48797576544775,20.723404546480033,20.50000379980373,20.501323778647876,0.00911758115882747,12747,0,72,2160.0,36.0,2025-04-23 15:05:00
20.515068664080363,23.436174392700195,20.500000000124633,0.12466525505478661,0.0,0.0,,20.797986801372776,23.436174392700195,20.938354631042152,22.446354465974988,20.93146164688679,21.493898454988397,20.71150221267223,21.437439701625898,20.715328965955536,20.500003258066386,20.50130996732687,0.009073143298965814,12747,0,73,2190.0,36.5,2025-04-23 15:05:30
20.515013806031668,23.436174392700195,20.500000000092328,0.12452913246278291,0.0,0.0,,20.797223116590903,23.436174392700195,20.93476917246129,22.446356322067803,20.930882953913773,21.493895850682353,20.709865793136245,21.43742567537645,20.711217351720958,20.500002792113232,20.50129630184299,0.009023748604709047,12747,0,74,2220.0,37.0,2025-04-23 15:06:00
20.514700380705694,23.391508102416992,20.500000000068415,0.12154623220900027,0.0,0.0,,20.794515245979138,23.391508102416992,20.930905519981867,22.38501272633815,20.924505609256205,21.49389438815543,20.708847733968003,21.269575962772066,20.693925435936148,20.500002406892417,20.50128263461414,0.008968625531171786,12747,0,75,2250.0,37.5,2025-04-23 15:06:30
20.51462809137447,23.391508102416992,20.500000000050633,0.12131329901722485,0.0,0.0,,20.791934480065173,23.391508102416992,20.92746943391699,22.385006021206145,20.92139971925308,21.493893470382506,20.70815508206735,21.269544421678063,20.686077317781244,20.500002086902253,20.50126832587639,0.008901339688262856,12747,0,76,2280.0,38.0,2025-04-23 15:07:00
20.513985357153985,23.30354690551757,20.500000000037584,0.11554493078455629,0.0,0.0,,20.785382082322908,23.30354690551757,20.923066574960075,22.310190713770844,20.912679534551103,21.370545567230128,20.693566074519527,21.286908450152758,20.682873672776566,20.50000179848001,20.501253158929703,0.008822357869894696,12747,0,77,2310.0,38.5,2025-04-23 15:07:30
20.513604938862418,23.30354690551757,20.500000000027857,0.1134693392318957,0.0,0.0,,20.779193633283757,23.30354690551757,20.91912348762936,22.310181487875745,20.90844598449993,21.264289486787593,20.6788852130067,21.28690431853231,20.680106701704837,20.500001559890187,20.501237560711466,0.008735643851104223,12747,0,78,2340.0,39.0,2025-04-23 15:08:00
20.513351409416707,23.295324325561523,20.500000000020684,0.11388179234999882,0.0,0.0,,20.77560822369575,23.295324325561523,20.915508139227743,22.38402455388679,20.912288520486776,21.17236252275137,20.664575540598076,21.140569346050864,20.665051185001328,20.500001344183104,20.501221473947794,0.008643926900964926,12747,0,79,2370.0,39.5,2025-04-23 15:08:30
20.51305436500073,23.295324325561523,20.500000000015376,0.11270175948863671,0.0,0.0,,20.772629521583244,23.295324325561523,20.91231596027155,22.38402866461231,20.912944183135483,21.09242721874128,20.650890127388575,21.14054213361347,20.658017933782833,20.50000116407291,20.50120488701293,0.00854990213136668,12747,0,80,2400.0,40.0,2025-04-23 15:09:00
