room_avg_temp,room_max_temp,room_min_temp,room_std_temp,room_avg_speed,room_max_speed,machine_machine_1_box_temp,machine_machine_1_surround_temp,machine_machine_2_box_temp,machine_machine_2_surround_temp,machine_machine_3_box_temp,machine_machine_3_surround_temp,machine_machine_4_box_temp,machine_machine_4_surround_temp,machine_machine_6_box_temp,machine_machine_6_surround_temp,sim_ambient_mean,sim_ambient_median,ambient_cell_count,human_count,sim_wall_temp_mean,sim_wall_temp_median,frame,sim_time_s,sim_time_min,real_datetime
20.542429570852203,26.280494357458092,20.500000000007994,0.25699783186223807,0.0,0.0,,20.83979806552689,23.91482162475586,21.247124768370544,21.987626773382523,20.991972098442513,21.19648983020898,20.75116588536697,22.056242705677942,20.974455122230626,20.55830614280349,20.50012550210281,7025,0,20.546519651887227,20.50012948182275,371,11130.0,185.5,2025-04-23 17:34:30
20.54147821357398,25.994800822488994,20.500000000007994,0.24394739191103368,0.0,0.0,,20.90874998903895,23.91482162475586,21.256552263191995,21.987605872631963,20.984969731479136,21.164069362018864,20.743096690855456,22.056225968849485,20.971631251203977,20.556521780636764,20.500131054838594,7025,0,20.547592551895292,20.500131582529278,372,11160.0,186.0,2025-04-23 17:35:00
20.54790080917636,26.46124839782715,20.500000000007994,0.3065881931274784,0.0,0.0,,20.97779585380928,23.782020568847656,21.26329925085513,22.51431735786563,21.0295739526352,21.13325563676654,20.735211380254192,23.58836541696036,21.107869345114512,20.550556054915234,20.50012834605489,6996,1,20.55185997291627,20.50013375414602,373,11190.0,186.5,2025-04-23 17:35:30
20.547757244018474,26.46124839782715,20.500000000007994,0.30234318053438486,0.0,0.0,,21.042625686626238,23.782020568847656,21.269488270125706,22.5143667104375,21.04818902383027,21.103960612184704,20.727514235247597,23.588638606763105,21.166006424773347,20.549219194058015,20.500133995948243,6996,1,20.55408269941839,20.500136474780426,374,11220.0,187.0,2025-04-23 17:36:00
20.553301397105113,26.246664672004428,20.500000000007994,0.32716564045454544,0.0,0.0,,21.088812017413865,23.398054122924805,21.269051544097778,22.0778063916035,21.01926742228183,21.076102054479012,20.720008191464768,21.74651566364426,21.033903752585054,20.560041254868224,20.5001342907625,6968,2,20.551547812860562,20.50013851242499,375,11250.0,187.5,2025-04-23 17:36:30
20.552815965648044,26.009395532931737,20.500000000007994,0.3175815034570641,0.0,0.0,,21.130252787570704,23.398054122924805,21.268354133385632,22.077774305702917,21.00980566974412,21.049603011480972,20.712695034766565,21.74623762169757,20.986787507587323,20.558551955635178,20.50014053361929,6968,2,20.550980081375656,20.50014295638682,376,11280.0,188.0,2025-04-23 17:37:00
20.563518708494595,26.854522705078125,20.500000000007994,0.3969920474329656,0.0,0.0,,21.173162388230377,24.12533569335937,21.279322049484712,22.731306041051077,21.065294277830258,21.02439135581555,20.70557556929321,22.175707754709055,21.003835779333567,20.567225035405695,20.500162358073723,6966,2,20.552627021091308,20.50014922966421,377,11310.0,188.5,2025-04-23 17:37:30
20.56342267550552,26.854522705078125,20.500000000007994,0.3904505982628941,0.0,0.0,,21.213354464912136,24.12533569335937,21.29007914064819,22.731367416479323,21.088752710256426,21.000399385597568,20.698649761801587,22.175748007689855,21.007743318294285,20.56559226957783,20.500168226534754,6966,2,20.55361003822584,20.50015254317569,378,11340.0,189.0,2025-04-23 17:38:00
20.55964540580794,26.532766090933865,20.500000000007994,0.3583041505474043,0.0,0.0,,21.253041537819023,23.52688407897949,21.290628815447548,21.934822042671627,21.029955294573487,20.97756347283177,20.691916865979465,21.758980298195578,20.970929023626923,20.59205889120243,20.500191225104512,7025,0,20.55278517999351,20.500154025488598,379,11370.0,189.5,2025-04-23 17:38:30
20.557883884243346,26.19344373226202,20.500000000007994,0.3377303718011164,0.0,0.0,,21.290145771162003,23.52688407897949,21.29072095914362,21.934756697859953,21.008569120215814,20.95582375171747,20.685375529765174,21.758906073558776,20.954707181520224,20.58898003072532,20.500195692210216,7025,0,20.552824363522873,20.500157233169542,380,11400.0,190.0,2025-04-23 17:39:00
20.556251146953223,25.84626838919945,20.500000000007994,0.3195402638726656,0.0,0.0,,21.324669987734904,23.52688407897949,21.290706848310585,21.93473162980839,20.997574303416858,20.935123840611418,20.679023888177614,21.758877161659075,20.94519007504397,20.58601665581628,20.50020410606773,7025,0,20.553080679778166,20.50015973798758,381,11430.0,190.5,2025-04-23 17:39:30
20.554704249861878,25.49974839847666,20.500000000007994,0.30318099842959495,0.0,0.0,,21.356774135578355,23.52688407897949,21.29069610579873,21.93471858715855,20.990801564869457,20.915410592606893,20.672859643745483,21.758861296082067,20.93835227609552,20.583165941471293,20.50021191293065,7025,0,20.553403203611055,20.500160582282316,382,11460.0,191.0,2025-04-23 17:40:00
20.552560165902765,25.1605565665262,20.500000000007994,0.285435704820394,0.0,0.0,,21.380731513425523,23.144132614135746,21.284577300642088,21.670663462863153,20.96197430796204,20.89663387062575,20.66688013629068,21.778233075160923,20.934611716099447,20.58042362509212,20.500216111295824,7025,0,20.553348629939595,20.500161706495614,383,11490.0,191.5,2025-04-23 17:40:30
20.55106928187723,24.8335184121802,20.500000000007994,0.2714808402598639,0.0,0.0,,21.40243376026259,23.144132614135746,21.278642881118042,21.670630802133225,20.94807597482529,20.87874634366002,20.661082403546576,21.77822786350107,20.93072421830364,20.57778391052541,20.500222609738255,7025,0,20.553428318986292,20.50016514121963,384,11520.0,192.0,2025-04-23 17:41:00
20.54969131402957,24.5248695520369,20.500000000007994,0.25890346667778436,0.0,0.0,,21.417914170879506,23.292848587036133,21.275489020937698,21.69310802400485,20.941123292945814,20.861703301384978,20.65546323386507,21.731644077110182,20.92294906910291,20.575242138142972,20.50023098578237,7025,0,20.553452985666134,20.500168664095465,385,11550.0,192.5,2025-04-23 17:41:30
20.548338627999367,24.29655034916849,20.500000000007994,0.2471294407978584,0.0,0.0,,21.431846577706537,23.292848587036133,21.272706659858763,21.69309968134235,20.93531117935152,20.845462484834254,20.65001921207585,21.731630210376892,20.917919612642724,20.572794132738284,20.500240235447528,7025,0,20.553516375957603,20.500172322828888,386,11580.0,193.0,2025-04-23 17:42:00
20.549139300142386,24.09669575687029,20.500000000007994,0.24793167487574874,0.0,0.0,,21.440157111554974,23.26118278503418,21.269684437916762,22.432956437668604,20.998166451936868,20.829983931202573,20.64474675940576,22.326407633398627,20.967356701908503,20.57043991489546,20.50024424519406,7025,0,20.555295028437666,20.500176161897325,387,11610.0,193.5,2025-04-23 17:42:30
